coef_Dual	coef_R	coef_S	coef_slow	t_Dual	t_R	t_S	t_slow	pval_Dual	pval_R	pval_S	pval_slow
AL645728.1	0.0506420317712388	0.0538120624731466	0.0640561078681685	0.0783394886712834	0.466256041678603	0.535914182391582	0.644323647304976	0.759134335620265	0.651023217528406	0.592024367010735	0.519373649631081	0.465289879030912
MIB2	0.920749905848732	0.665709346621784	0.104781335406478	0.302571818425142	3.82991045292126	3.12523407042393	0.492513557778215	1.33274827531056	0.0033193460339944	0.00177941045366848	0.622362240866678	0.212183317590127
MMP23B	0.111636584103696	0.106782746284789	0.0342510131209074	0.0205651771896986	1.71123261472846	1.72148977416344	0.561699270726762	0.329979282699236	0.117823233825952	0.0851788643121632	0.574327801061888	0.748224099353172
CDK11B	0.848466906182556	0.24869933813012	0.32524663611071	0.383057286786098	3.29854009949256	1.09301514576982	1.43088632966284	1.57727178030298	0.00803328208208653	0.274401518974901	0.152479848498824	0.145811994977223
SLC35E2B	0.313445892517575	0.345263025167619	0.31937052409025	0.258527801677362	1.66077456556186	2.04554529861524	1.89733439702889	1.44887370602113	0.127743249274814	0.0408153765888276	0.0577995234967287	0.177994634755871
CDK11A	0.00970828034626638	0.0472241008643382	0.247426638701633	0.0133844866212474	0.0428165192400335	0.234535393136809	1.23074749006152	0.0624924382407925	0.966690661699557	0.814571979989496	0.21843311798828	0.951402129846304
NADK	0.512496551290508	0.415993545133608	0.279481967303537	0.568810327005664	2.48446338513534	2.26330193755856	1.52377248868894	2.91801217514821	0.0322950136577128	0.0236287300969619	0.127582811404688	0.01535263809398
GNB1	0.585005709749965	0.611578680827442	0.178857213686295	0.501953830127452	2.53831507742827	2.9899807403662	0.875713825053296	2.30587883741649	0.0294481019127582	0.00279365525196853	0.381197106492652	0.0438137181375571
TMEM52	0.013026099798569	0.0287949287114599	0.0225856559933253	-0.00196100093785203	0.348243901633603	0.794921174215357	0.637931186958058	-0.054638450438836	0.734876781215224	0.426669652118573	0.523526446838819	0.957502700338066
GABRD	0.0768541481627212	-0.00257405960518027	0.000913966726767228	0.00576092633593466	1.96195811151214	-0.0695988829214197	0.0250911616044922	0.15417666204741	0.0781817031104409	0.944513685547542	0.979982523203392	0.880537598038601
PRKCZ	0.159875777465263	0.107674955209076	0.063167058010154	0.0470809694617664	1.61938310485315	1.16633083507073	0.69300870380232	0.500890179705062	0.136433778180492	0.243495890262196	0.488312872405607	0.627288970807589
AL590822.2	0.0373267812070357	0.0267494775888715	0.0225639581716241	0.0290549460979879	1.13103419300327	0.825879459823825	0.717803289573294	0.914411575858694	0.284436036733048	0.408883225806963	0.472887735579103	0.382019958399661
AL590822.1	0.00125767677805192	0.00384919670224246	0.0164411678911175	0.00654864433485231	0.0468315451902282	0.149026346863997	0.649714742226523	0.25457705306858	0.963569554043775	0.881534483284789	0.51588464373318	0.804208423992983
SKI	0.145711638477583	0.100316513422949	0.068887595796867	0.0382105482392286	1.37445045417093	1.01894020874378	0.707487506697784	0.379052902510297	0.199317944136435	0.308244805770726	0.479272571503283	0.712572789133795
MORN1	0.153684212819424	0.102528362033943	0.0958272724042134	0.112721013460685	2.07781891337205	1.45172596150394	1.38189410875218	1.59375910330794	0.0644331877163551	0.146594937960455	0.167021063060748	0.142074283774576
RER1	0.550183226787299	0.533909977042617	0.273430599474047	0.371578837744494	3.36305827374459	3.62478845372978	1.86386101341872	2.40029900068607	0.00720512551263043	0.00028998120481685	0.0623572059978524	0.0372965868544397
PEX10	0.371390966546321	0.317487758912079	0.129062430546201	0.178206600288085	3.44665669445296	3.1749691293597	1.30478764419271	1.73950744361167	0.00626115948507398	0.00150100427001244	0.191981553382525	0.112574140586849
PLCH2	0.547781142243852	-0.135816041414054	0.691222572005337	0.152289037806741	0.8847682508261	-0.250718149148232	1.2760802626451	0.260833583191167	0.397056529932895	0.80203483882628	0.201943322063748	0.799513565013631
PANK4	0.333254842330299	0.0928497138023673	0.0477861468621255	0.123771435448471	3.06713027210982	0.922327477268968	0.479693512747798	1.19849354259521	0.0118989028820255	0.356369929350818	0.631451066701696	0.258356176519393
TNFRSF14	-0.247270448564688	0.0458712146724081	-0.24062266852094	-0.237333665092605	-0.906287509067294	0.190294850968016	-0.9990748793031	-0.921445723080666	0.386100297779451	0.849080196258398	0.317771611927613	0.378511796008421
FAM213B	0.737275142382477	0.275640052547863	0.00543535283517586	0.20131965561292	4.46926488892034	1.85819708916774	0.0367805188068807	1.28989838084603	0.00119878790842913	0.063157056735322	0.970660407929888	0.226116959328714
MMEL1	0.36921244729937	0.0301059795358407	0.0198687463458392	0.097001030644992	3.01122853619184	0.271256721563657	0.179942556181971	0.835420981753287	0.0130901125711117	0.786196645728757	0.857199655197077	0.42299164649142
TTC34	0.0625420763373351	0.0447493173583691	0.062514288943291	0.0282464839490175	1.3448590726932	0.988043319430368	1.41555992069007	0.632094710173842	0.208377354399853	0.323144479157756	0.156921388362569	0.541505857675052
ARHGEF16	0.134096291737241	0.15298118171381	-0.0762245624784936	-0.00169384972383071	0.965456956994367	1.23828546655253	-0.618109588244908	-0.0129080828580996	0.35708333536813	0.215626094523583	0.536510784485436	0.989955020318796
MEGF6	0.0355104061779713	0.00566350009617468	0.0863192699108613	0.0239209996017114	0.581021790878307	0.0954390209914425	1.48980655848641	0.407637673557921	0.574086670607598	0.923967166868487	0.136292317441956	0.692129602389686
TPRG1L	0.168910471133674	0.145576971441955	0.0676441829448725	0.0648445873464157	1.35750441935998	1.27620692045026	0.597761501157843	0.549269482944724	0.204464552037479	0.201898558051428	0.550006469439123	0.594872492935861
WRAP73	0.547291421103808	0.249631381289697	0.164834082725983	0.343003086761375	4.39858484919561	2.18897611145327	1.45691390795951	2.90560095290859	0.00133801905393931	0.0286111493385147	0.145157281568333	0.0156824309637642
TP73	-0.0206234686196968	0.115889504557135	0.104091238014102	0.0533974895998483	-0.103462465121298	0.655706994640818	0.589738373063835	0.283647205890973	0.919641457740647	0.512020899861047	0.55537333601215	0.782466578972005
CCDC27	-0.010368259895542	0.0279662269776241	0.0259431565775756	-0.00237956862407469	-0.13738518591997	0.418155423323135	0.388395637174374	-0.0333883864249025	0.893453153477147	0.67583838519835	0.697727784600926	0.974021907088958
SMIM1	0.151680465226818	0.140397652588947	0.117133479383311	0.183468879757612	1.66325000863915	1.63524394341081	1.38417355743475	2.11030653621487	0.127239577843814	0.102015095707016	0.166322175047176	0.0610107060096397
LRRC47	0.456033856559606	0.392975993264582	0.139383339783212	0.202467630981778	3.44236581964994	3.25141120125339	1.16119286016355	1.61202333562375	0.00630635160106284	0.00115041107790023	0.245578603864011	0.13803311203101
CEP104	0.384077862749838	0.256881936062836	0.235690199018263	0.257595255589959	3.4764059277512	2.51069841081109	2.3276156876281	2.4532602728494	0.00595690717159184	0.0120577985282184	0.0199433523369684	0.0340671779157571
DFFB	0.163222315173771	0.100770524824061	0.045368540434143	0.156780996642945	1.84584986407172	1.21758369612212	0.55534006757377	1.86194125604243	0.094686984699601	0.223397892251233	0.578668857030138	0.0922206441769423
C1orf174	0.356508175456397	0.17886187706314	0.0748710486850253	0.104798680367588	2.32255564105494	1.28933690503222	0.542314967408847	0.721128187688418	0.0425869610688396	0.197297260653423	0.587608141411948	0.487347389893194
LINC01134	0.0971747132745194	0.0263435152610912	0.0252871797541498	0.0120866060395869	1.75208787880313	0.507471641005351	0.493492558100428	0.228854897069666	0.110307700041667	0.611830037178535	0.621670511277723	0.823594082751514
NPHP4	0.125304683645114	0.0716596520064574	0.0417508774117176	0.0257638509490907	1.81996916059596	1.10767974412924	0.654447504089028	0.392673740029053	0.0987818813085544	0.268014689847284	0.512831751630439	0.702800431915319
KCNAB2	0.530685962651866	0.303000781523468	0.189548150929747	0.172460410903723	3.09413412734427	1.96680688162609	1.23476681728042	1.06296130450956	0.0113636428567845	0.0492205454783324	0.216933133412056	0.312794479507097
CHD5	0.0703134866757199	-0.0139113508276397	0.011022956781774	-0.0035660412074762	1.2143709856179	-0.262368931272521	0.209506636529975	-0.0649237307612021	0.25250408448587	0.793039972536497	0.834055084193762	0.949514275848167
RPL22	-0.451929259606306	-0.426406990466512	-0.28829526054959	-0.820959093988696	-1.16701445430293	-1.25399306232638	-0.848047758278883	-2.24718415378055	0.270279171739851	0.209860524157396	0.396422451147784	0.0484104740847678
RNF207	0.0129868210181036	0.12653475653068	-0.121938899562716	-0.0266216091326889	0.10281555133222	1.13124652616882	-1.09142290824986	-0.223198451738086	0.920141961568803	0.257966149132351	0.275101187186322	0.827874357610792
ICMT	0.282249856244492	0.291209524874365	0.161185731869017	0.188405942674335	2.71996687890888	3.0128939865146	1.68741807102309	1.90841430329546	0.0215615535822806	0.00259122639729355	0.0915400109082475	0.0854282100739727
LINC00337	0.0416512021154927	0.0250731310005498	0.00518357053225808	0.0105873547058645	1.48455860251053	0.909102690010918	0.193965828117819	0.391807949492418	0.168484302720088	0.363307879579323	0.846204788995519	0.703419935238764
GPR153	0.0131007303952521	0.0472462360389027	0.00860819064293403	0.0250072289576892	0.421695813966731	1.56007548621771	0.29163933289534	0.837481060775914	0.68216861015734	0.118759313269428	0.770565700089929	0.421886418847064
ACOT7	0.688517549385567	0.281146480986675	0.218339056206711	0.102400453467556	1.13762864949927	0.530852137292673	0.412287257776878	0.179413042535462	0.281798734411232	0.595527680932317	0.680133710140413	0.861196575685027
HES2	-0.00505931027271894	-0.00996332134199915	0.00651750391372603	-0.0183450109652509	-0.147830256327878	-0.296149284280918	0.199930811478383	-0.556552271086774	0.885414985972805	0.767119433778056	0.841536911424648	0.590069975125016
ESPN	0.0689293531236056	0.00117671990612823	0.00483547938972349	-0.00158902729990792	2.10613762215926	0.0377158545821654	0.157773383354273	-0.0507941256938538	0.0614399891476843	0.969914645717772	0.874637111396462	0.960489847724659
TNFRSF25	0.342148108739228	0.16652925537106	0.175404514190616	-0.0121917488671817	1.22853753870178	0.677618390149769	0.714247020437054	-0.0463785025390772	0.247373089875988	0.498022238182913	0.475083544115826	0.96392169854525
NOL9	0.248120148036504	0.169527804701212	0.176315807713167	0.17626323937628	1.87430105174402	1.40322181502652	1.46958750626516	1.40434465660846	0.0903667995953046	0.160567648696972	0.141690674236647	0.190505500305991
TAS1R1	0.0204850804675749	0.0746924647864722	0.0822452607351448	0.00211260181673226	0.114129943001346	0.469604101044539	0.517738404663712	0.0124636570573752	0.911393727223319	0.638643482043181	0.604647049324959	0.990300849314693
ZBTB48	0.286852910533114	0.280654801555038	0.176031008741728	0.15641898445704	2.18630756438038	2.34243486354178	1.47966418528048	1.25728950156921	0.0536700600797634	0.0191690222483268	0.138980079143316	0.237218875932793
KLHL21	0.12090547175579	0.109149134408322	0.102081962740062	0.0381727796458434	1.01965250466961	1.00553282409017	0.947653208389838	0.339380109903005	0.331927611321844	0.314653629961949	0.343318525978389	0.741342983817932
PHF13	0.119165979313912	0.0155978637444063	0.028934657978011	-0.00200574192378617	0.975356481470855	0.139860577941573	0.261268782087897	-0.017314386412503	0.352387086858502	0.888771686471832	0.793888175258197	0.986526394689306
THAP3	0.314239404117259	0.157677709294163	0.0358520901403229	0.129257612300224	3.92062447567287	2.05526723909236	0.476285596289478	1.68556458619044	0.00286345610954998	0.0398673414147069	0.633876604316828	0.122779221198049
DNAJC11	0.233026094567077	0.102077130233999	0.0924879145254087	0.140638464845098	2.01865844148888	0.958521832257111	0.876735320680944	1.2827502230079	0.0711394353787436	0.337812334357481	0.380641910900735	0.228513328450489
CAMTA1	0.439820933635324	0.179310453678858	0.00187374646545449	0.0434841813350188	2.26657022884728	1.03471367416498	0.0108394255341693	0.237070648175825	0.0468427727375591	0.300816303150902	0.991351677075859	0.817387990422485
VAMP3	0.160810654460174	0.162243888855357	0.0619559305134209	0.0629794308174583	1.19461277489821	1.32211373497099	0.508269189824871	0.493536294164584	0.259802950356581	0.186146783942172	0.611270692588676	0.632292577489411
PER3	-0.0655351156937143	-0.0120147468011684	-0.0142070037312739	-0.0648269386419122	-1.25196425460858	-0.240996801369804	-0.290019305618869	-1.29588072371153	0.239073531626094	0.809560291951772	0.771804749937034	0.224127373278233
UTS2	-0.00797486031654519	0.0527219522299062	0.0490514489951911	0.0700416436952711	-0.0541277179579339	0.406294602059856	0.378204245222135	0.503758256327223	0.957899515011227	0.684530895784227	0.705283253155752	0.625342861894775
TNFRSF9	-0.0438817581784528	0.0120337105690618	0.0249728207647746	-0.0311694401338833	-0.323503271725168	0.101035074727392	0.209725507275878	-0.24357707035522	0.752977908472863	0.919523722429553	0.833884247902832	0.81248245824701
PARK7	1.45550774042135	1.0844336536555	0.363038016452288	0.783498100218865	3.82643251837355	3.24715525401565	1.08732691573985	2.1834072972894	0.00333826751361008	0.00116774362902363	0.276906659409418	0.0539339141331859
SLC45A1	0.0394901356176365	0.00655147672940847	0.0138805152214873	1.73431583007519e-05	1.09727833381492	0.191897725233304	0.413323308154311	0.000504691659120357	0.298238550533619	0.847824445684817	0.679374591815561	0.999607240506578
RERE	0.36971574683225	0.350743541387701	0.386761570031847	0.257424403544213	1.2528755367095	1.34749349258346	1.48687231165446	0.924242587601815	0.23875531843698	0.177838008434283	0.137065744130727	0.377123291975534
ENO1	1.7541618056778	1.38465896150464	0.504555385782181	0.969759080339962	4.56180801961185	4.10249266122271	1.4952490126506	2.67338127141034	0.00103925379166181	4.1048911431324e-05	0.134866687282974	0.0233565876569699
ENO1-AS1	0.293694125624437	0.0489109382608799	0.107779926037251	0.0559756613019187	2.13039537162386	0.391903423542654	0.86807606850953	0.428764028070827	0.058981969795577	0.695134130896669	0.385364059510994	0.677184309397218
SLC2A5	0.298770673908005	0.175630211413435	0.00367956646648073	0.134024158764358	1.34542097311213	0.892768926851921	0.018726790903283	0.639122491782123	0.208202165524809	0.371992653878484	0.985059259840167	0.537107233308457
GPR157	0.108593272804887	0.0756445038166116	0.0431192726186734	0.0367852456890219	1.77733107530935	1.30928020510218	0.758070833673744	0.630962326062049	0.105885022388067	0.190455869344293	0.448418328231583	0.542216547512621
H6PD	0.0692859832151134	0.186571822634156	0.107631696202851	0.0924940765713772	0.585813052719235	1.7139289206268	0.997598800747249	0.823714993485629	0.570984965949443	0.0865586929156348	0.318487116052223	0.429309024970882
SPSB1	0.0445195502985292	0.0303668465338805	-0.0176208599892562	-0.0316288790969869	0.410151222541487	0.315050865417436	-0.183098196948809	-0.308485815884995	0.690344013086897	0.752726621248933	0.854722996218136	0.764043137052481
SLC25A33	0.15561252206178	0.0624726359632521	0.0221632234837031	-0.055704565272563	1.21538343861993	0.533322871541088	0.190632778235884	-0.45869828163942	0.252134560384096	0.593816566270993	0.848815419649887	0.656258529218629
TMEM201	0.217604195173907	0.148932537340641	0.0686102179144338	0.070488712440335	2.58100572088151	1.86981647657812	0.87473514478718	0.876372138575385	0.0273690442971149	0.0615252412392886	0.381729497473552	0.401389584660719
PIK3CD	0.641330047505345	0.341585441963858	0.170122840917309	0.398457900652471	4.57266796767847	2.68065827261217	1.34303967106046	2.99846106732731	0.00102206351841053	0.00735432513421316	0.17927576273663	0.013378791314943
CLSTN1	0.300031728605452	0.366127144805699	0.353781004788578	0.23991476215004	1.21725998715682	1.67649204995279	1.62195987475688	1.03073290018869	0.251450811116689	0.0936589104641909	0.104829144047707	0.326950889727869
CTNNBIP1	0.44361176276235	0.342750956242932	0.191382978483907	0.243695220794832	3.6872952713029	3.09902343010181	1.74541607163829	2.13395244139294	0.0041955344973407	0.00194453608566305	0.0809292311871317	0.0586295367666794
LZIC	0.695789852945221	0.354594639657144	0.266311342985766	0.384675106280249	4.11262827352717	2.33283563560708	1.75836803017621	2.40352016519757	0.00210170291607801	0.0196675399240085	0.078701600917501	0.0370918644175717
NMNAT1	0.237891129382431	0.194045868494184	0.119986950709091	0.209624080371081	1.94195781195658	1.72653726217235	1.07634656028148	1.8033346725163	0.0808184143510133	0.0842676563186114	0.281786463425306	0.101499291591219
RBP7	0.00136595225278222	0.0379085867902344	0.00543335692272877	0.000766401223849378	0.0493151104513961	1.44870088028408	0.21085572606232	0.0290034605594082	0.961639257285373	0.147438245847194	0.833002197490919	0.977432500993142
UBE4B	0.19717917500908	0.183892314159026	0.188729986746062	0.101342238112041	2.39477726301628	2.33915876756983	2.44496948155268	1.28718434750976	0.0376501031052521	0.0193379041936903	0.0144957903093763	0.22702437113963
KIF1B	0.254718653639912	0.103126806077647	0.0229673005130113	0.0453849907992086	1.97577715865094	0.876505599724198	0.19656780086827	0.371298993678867	0.0764072824329322	0.380766723788387	0.844167950079294	0.718160491196087
PGD	0.849944850491953	0.698198478588679	-0.0130221451378568	0.329232477237249	2.72387194712994	2.53996904268839	-0.0473987535144336	1.11803875265153	0.0214175095773322	0.0110944142594202	0.962195939004616	0.289689672401033
DFFA	0.509740141302744	0.414074660170372	0.209749004029513	0.26415912174989	3.12814548461562	2.82166370833029	1.43515333753333	1.71307937708862	0.0107242793462903	0.00478266499476287	0.151260474965788	0.117473734161511
PEX14	0.284534116344794	0.170458681555056	0.0937765634724307	0.156345547990919	2.45149217113619	1.59275902260894	0.884469922288679	1.41839850573772	0.0341704152311505	0.111231509488111	0.376454196992471	0.186478313361387
CASZ1	-0.147476180844764	-0.0651673352686589	-0.121870140224711	-0.11649431892605	-2.40649150598833	-1.08523686175079	-2.08856695052133	-1.97513448483651	0.036903996967883	0.277831039038851	0.0367604898418955	0.0764889581581388
TARDBP	0.478830725309308	0.337710174038085	0.161993114939949	0.195008895026789	2.31464376075015	1.83208752052567	0.880666453893	0.99754561378017	0.0431647370091735	0.066954603682552	0.378509928968788	0.342025314794329
SRM	0.970848213449042	0.610051339425354	0.223235482344271	0.525442003782914	5.36020836049742	3.76292972896221	1.38096532655571	3.06818121538698	0.000318936260933658	0.000168457767877484	0.167306463395844	0.0118775981292634
EXOSC10	0.435174516868021	0.286821610389223	0.162750740044365	0.285443694395267	4.03733666208259	2.86699242098619	1.64467594554507	2.7853300662084	0.00237135738165794	0.00414865271439375	0.100053809197308	0.0192735833024621
MTOR	0.270403940803777	0.163944915726741	0.0813422537408297	0.150306299518132	2.75867783758226	1.7862461865932	0.897939052216723	1.61021525019928	0.0201755234112332	0.0740759345861287	0.369229841246674	0.138428565966065
UBIAD1	0.129373270154186	0.122432200726269	0.0406212077785678	0.0391790112342208	1.32900712289088	1.34137027466178	0.451066297880921	0.422515059851595	0.213370684540353	0.17981688785565	0.651947104501982	0.681590073627146
FBXO2	0.200422415492936	0.0941620126241501	0.0912507564380414	0.0736874378241463	1.55743059308013	0.801369336520064	0.782097130460778	0.603889735207032	0.150424986851598	0.422928252460612	0.434167598798668	0.559366308074798
FBXO44	0.311846454523948	0.278035995819257	0.122797528178237	0.112498748557458	2.29378706362182	2.24520096236571	0.998101804945401	0.873014888369498	0.0447246295197926	0.0247671091028463	0.318243174839686	0.403131340995587
FBXO6	0.599211579650785	0.352467392493607	0.152738927520387	0.126984022304529	2.70685914242495	1.79201989956347	0.777835183982995	0.607243153752899	0.0220521841420984	0.0731462711466137	0.436676225643558	0.557225573415495
MAD2L2	0.600657926664953	0.341424936517288	0.197168400693419	0.157724061331435	2.81735190839499	1.79968565591361	1.04125036087612	0.782997939316371	0.01824337827631	0.0719267309118365	0.297773105977963	0.451772843138173
DRAXIN	0.0406767009967953	0.0284532838626764	0.0410802462680592	0.018152978075012	0.698623428872757	0.514569392814466	0.755493773735475	0.32644447939892	0.500711430062443	0.606860163808806	0.449962477612533	0.750817515978779
AGTRAP	0.346322582782577	0.375602031965071	0.251916389294558	0.236375688213838	1.40795749713854	1.72303505178102	1.1571029613169	1.01759097611058	0.189463222882852	0.0848990575457681	0.247245380344369	0.332859752051264
MTHFR	0.151288741506808	0.0696518238292175	0.0760909424064055	0.122300069415887	1.94214537966587	0.93061422190552	1.03735538137889	1.63948176334134	0.0807933041242653	0.352065415010484	0.299583952967484	0.132149996197148
CLCN6	0.132708791799967	0.0224573735840265	0.060908198997305	0.129536400970116	1.21142656215752	0.221195890430013	0.606292305691144	1.24401702059573	0.253581214709771	0.82494237362458	0.544328177614577	0.241863311550361
NPPA-AS1	0.0962360345598798	0.107548257591442	0.023038184245469	0.0558750398729948	2.03854595594869	2.33544014923956	0.513469994703072	1.23120333715065	0.0688144865077197	0.0195311723631708	0.607628785365698	0.246417045441687
KIAA2013	0.305174872819396	0.312450408962296	0.166392604909301	0.220293205565744	2.1597665503977	2.43400169930329	1.30392260894593	1.64547440070299	0.0561316527990869	0.0149424124542733	0.192276350445924	0.130896204789268
PLOD1	0.18897434019661	0.113573911134076	0.0431649527606235	0.0500830376428038	2.04190264769111	1.31835158135857	0.506914738498384	0.568880018423672	0.0684292385444604	0.187402459546054	0.612220743665105	0.581987956664376
MFN2	0.205058735627305	0.161310624106662	0.0386296363752463	0.0905491133600018	2.91621110963943	2.36090708448315	0.579235666047711	1.34090297598419	0.0154000573004652	0.0182407075169139	0.562437288559394	0.209614277882635
MIIP	0.335564396373339	0.316171086665345	0.171000678088776	0.210793199258466	4.55004416971101	4.43388474814153	2.45211085213951	2.98004096637208	0.00105822115257212	9.30880691839755e-06	0.014211351582115	0.0138067218572112
TNFRSF1B	0.175537180338496	0.266853644010999	0.210369778541347	0.0553692981008073	0.329386953249777	0.571730298292426	0.450760026119626	0.110162689028364	0.748658451373724	0.567511717668857	0.652167848024012	0.914459839466861
VPS13D	0.195911442204103	0.0832962588943303	0.0954185604782999	0.100193733894659	1.86915188855438	0.853880969548367	0.989553664118908	1.00492877890529	0.0911348823556766	0.393182107135895	0.322405393879369	0.338627920134255
DHRS3	0.277176693528818	0.00989708964352921	0.0276748394417887	0.00869378067908781	1.63408578184286	0.0659932076426435	0.184710250291141	0.0542883768204111	0.133288128658504	0.947383953125794	0.853458350087071	0.957774689464886
LRRC38	0.150812977303295	0.00115395176644963	0.0094441670459342	0.00109393438682784	1.95862766618908	0.0163450337048749	0.134848001437323	0.0149734585439225	0.0786150947720838	0.986959308581468	0.8927335338323	0.988347882436333
