coef_Dual	t_Dual	pval_Dual
PRKCZ	0.154899932808732	1.46020427866968	0.182360922155691
AL590822.2	0.00490450928275396	0.502427485319257	0.628902519932853
SKI	-0.0120669442742796	-0.213508492063331	0.836271195251343
MORN1	0.0454334885645339	1.64484663801397	0.138621679841487
RER1	0.164659028931592	1.47445122513267	0.178590850212168
PEX10	0.138270580040709	2.07778122926746	0.071360873617862
PLCH2	0.0326950648727237	0.170718571128859	0.86868379568844
PANK4	0.178078573925564	2.849853352017	0.021483904063263
TNFRSF14	-0.107641516700292	-0.989416838514454	0.351436634971429
FAM213B	0.3599072410625	2.07244230332515	0.0719554706999039
MMEL1	0.141631541406782	1.72341705516438	0.123105787857166
TTC34	-0.0064087919849506	-0.177912648174264	0.863214036461617
PRDM16	0.0947264101595715	1.87914243386835	0.0970334238819275
ARHGEF16	0.0330967449858386	0.54699782959005	0.599302171047515
MEGF6	-0.0168172798605648	-0.142235217467863	0.890411105230557
TPRG1L	0.0128495920019836	0.228255104518569	0.82517411351147
WRAP73	0.216444921987373	3.36254115956833	0.00989441564598884
TP73	0.00893745164105538	0.0634439984648656	0.95096953699466
CCDC27	-0.0341111107289771	-0.850197706827491	0.419930862889064
SMIM1	0.09157268006164	1.45943105256243	0.182567539163905
LRRC47	0.191019732936275	3.17246697229688	0.0131457185092718
CEP104	0.132148912462139	3.45828231108142	0.00858946413550627
DFFB	0.0652459940256899	2.12013413795722	0.0668112441681262
C1orf174	0.156821975849603	2.00650393015472	0.0797089085609218
LINC01134	0.0585721534034823	1.76948184144654	0.114776740306673
AJAP1	-0.0229336342585142	-1.39702314957616	0.199939804885859
NPHP4	0.0275676477028815	0.822054340052872	0.43486040107805
KCNAB2	0.0423241133116766	0.298686626056878	0.772790583965782
CHD5	0.050004900940592	1.49971050632036	0.172076704871548
RPL22	-0.40968308885746	-2.60261190992897	0.0314897323333546
RNF207	0.00712899525958394	0.10504091054322	0.918929249779732
ICMT	0.114304753587007	2.08730573014708	0.0703120254289151
LINC00337	0.0311045363322799	4.08258557168958	0.00352152058403869
GPR153	-0.00930206206292079	-0.695002124742287	0.506734604989924
ACOT7	0.378336164952078	2.50846423163304	0.0364580554869752
ESPN	0.0404425107540316	1.70129561928667	0.127302970600567
TNFRSF25	0.268718682875696	3.32143582910749	0.0105175730436818
PLEKHG5	0.011936141760615	1.04168517291332	0.328011959352424
NOL9	0.0567092740387551	0.537302326838842	0.605676821091093
ZBTB48	0.0279350802747847	0.648311430246825	0.534944803213755
KLHL21	-0.0310445050224804	-0.452989634085731	0.662589408750267
PHF13	0.0832728489934784	2.10860976163769	0.0680202889112635
THAP3	0.104831359534861	3.1754419464252	0.0130869629753974
DNAJC11	0.117585351050424	1.90271798528035	0.0935753048431652
CAMTA1	0.186514390079099	1.381062636231	0.204608528719804
VAMP3	0.0427958875339504	0.665765213733163	0.524289225125642
PER3	-0.0410673061096068	-0.365517485446933	0.72420083707029
UTS2	0.421016560898973	1.77444955773943	0.113910763368287
TNFRSF9	0.00328888107084292	0.569526308598816	0.584631840823258
PARK7	0.710195910257822	3.36345312992652	0.00988104064381316
SLC45A1	0.0187943445962814	0.949573776411812	0.370128973781409
RERE	0.00396970095166641	0.0211210966259635	0.983666351424621
ENO1	0.695627445865216	4.06337483950757	0.00361647614160135
ENO1-AS1	0.115368517001583	1.04131064740287	0.328175410475277
SLC2A5	0.192934859748316	1.13203336330241	0.290408605345719
GPR157	-0.0107603512303318	-0.281907756388308	0.785169466755856
H6PD	-0.0597099899484402	-0.782727779566348	0.456329331704321
SPSB1	-0.00621058315772126	-0.12384513802952	0.904492992989267
SLC25A33	0.184853724260479	1.28918597229446	0.233357251241971
TMEM201	0.0326180530955164	0.491555627608303	0.636235459145649
PIK3CD	0.139035140649026	0.793111192249664	0.450592398973173
CLSTN1	-0.0693001083138163	-0.465439137883181	0.654024856083481
CTNNBIP1	0.0798865158004714	1.51289381367353	0.168761809106363
LZIC	0.237536345649213	3.34167362111959	0.0102057445079992
NMNAT1	0.0568629797666693	1.11979512301449	0.295291283201129
UBE4B	0.0165983968345875	0.248792920376169	0.809789023250007
KIF1B	0.0908193295950598	0.768778133761766	0.464113639120131
PGD	0.284306687267254	2.33705985404711	0.0476338154747209
CORT	-0.100668806132626	-3.28440967086533	0.0111143889462881
DFFA	0.104603277190965	1.27977978764546	0.236486001673209
PEX14	0.0729538237776179	1.28619299555027	0.234348973135432
CASZ1	-0.0136589656152009	-0.15627296893183	0.879689438791644
TARDBP	0.153758777338234	1.74028768125518	0.119991902067679
SRM	0.317470141954882	2.00338908431571	0.0800945694748003
EXOSC10	0.15459757977853	2.93199173971018	0.0189403189128332
MTOR	0.0470309763395827	0.549154247899724	0.597889313592813
UBIAD1	0.110577828472542	2.24293449994545	0.0551722462374265
FBXO2	0.0415670991661266	0.543705116770807	0.601463001418873
FBXO44	-0.0602920125855356	-0.845064387538281	0.422626882901822
FBXO6	0.170574478089179	1.56363477673464	0.156531739182926
MAD2L2	0.0629609199933162	0.585868483391111	0.5741161811931
DRAXIN	-0.00588746077369028	-0.254200898460765	0.805752135619236
AGTRAP	0.00539200944746087	0.0487286831248079	0.962330102374572
C1orf167	-0.0123032518363626	-2.61044451931317	0.0311088126987613
MTHFR	-0.0181234274083098	-0.149454164040964	0.884894314149298
CLCN6	0.0214970065117102	0.195298519087546	0.850028265059434
NPPA-AS1	-0.00924560353853643	-0.557153846261288	0.592663948704759
KIAA2013	-0.0396252413130348	-0.425362006703605	0.681783907739056
PLOD1	0.0791475897133694	1.42973273439407	0.190661561961097
MFN2	0.0921448618406361	2.56125224033091	0.0335814773668781
MIIP	0.158997924790304	2.13028664295787	0.0657636112433365
TNFRSF8	0.015580290586872	1.19347987490419	0.266870409301785
TNFRSF1B	0.204891969830178	1.87561791683804	0.097560774029377
VPS13D	0.0517076074385887	0.387303880840048	0.708631454755275
DHRS3	0.12085055710606	1.10400422720373	0.301688208767359
LRRC38	0.113264997215415	2.06242955841095	0.0730836574780629
PDPN	0.0470305544071747	1.64723308844268	0.138124963059815
PRDM2	-0.241891574223359	-0.950750096733873	0.369566681471624
KAZN	0.129724218883956	1.68213705443744	0.131044977466382
TMEM51	0.101762498145048	1.52004082179224	0.166988730571736
FHAD1	0.154712679251957	2.61279566122644	0.0309953909330688
EFHD2	0.052440795543963	0.273873558051852	0.791120193547749
CASP9	0.0904132343387917	0.987674221412092	0.352238998338009
DNAJC16	0.00601012426982226	0.087018188437503	0.932795705269452
AGMAT	0.120556381088814	1.69070826133671	0.129358442209288
DDI2	-0.0271605093274924	-0.44286651154127	0.669592765651452
PLEKHM2	-0.0818736672306251	-0.792589553608303	0.450879439749283
SLC25A34	0.00272308688525593	0.310675947896718	0.763987232206602
FBLIM1	-0.0205767548342318	-0.444439053710629	0.668502570806151
SPEN	0.116703431652919	1.37879566653242	0.20527928636426
ZBTB17	0.0467988381117095	0.407572119639288	0.694276519991856
FAM131C	0.00605771439553803	0.372568182533352	0.719146737909508
ARHGEF19	0.0645781323674937	0.911824233863686	0.388511392670503
FBXO42	-0.0752990672728902	-0.885617334992009	0.401658876726631
SZRD1	0.116173198695514	1.54881533549148	0.160018290352094
SPATA21	0.0665027961829482	1.57067493109699	0.154899622796402
NECAP2	0.113934670103655	1.18487218480922	0.270070649741694
NBPF1	0.0256890715518422	0.23427979731225	0.820652275699053
CROCC	0.112089179304141	1.29832216572022	0.230351952306558
MFAP2	0.0105596118748459	0.342049980178342	0.741125553960614
ATP13A2	0.0492419809616763	1.03446820044107	0.331172729866745
SDHB	0.409369418515837	4.62262448303844	0.00170435621666048
PADI4	0.156511684391729	1.15678959623172	0.280730450959457
RCC2	0.0996820995462074	0.68276334909442	0.514037882371786
ARHGEF10L	0.0146211352720164	0.27961753640106	0.786864263293733
ALDH4A1	0.0934503019036477	1.43242425433989	0.189915198742323
IFFO2	-0.0277424651485341	-0.227840156199043	0.825485811270444
UBR4	-0.0100074468388911	-0.0708054673742774	0.945290612991497
EMC1	0.0745573606716071	2.89870889008494	0.0199311247426517
MRTO4	0.33612377473348	4.3740640693225	0.00236754777216815
AKR7A3	0.0264064605671242	1.94704549854427	0.0873901652232995
AKR7A2	0.318859497080427	2.85233752076971	0.021402003521542
PQLC2	0.0848324443611926	1.12306956435581	0.293978478126002
CAPZB	0.579193959816824	2.87575834517402	0.0206455476337015
MINOS1	0.307431164039507	1.91476038554104	0.0918546803607755
NBL1	0.21987863907438	3.32068592370606	0.0105293192312697
TMCO4	0.0409043630593998	0.573216379685721	0.582248042186642
OTUD3	0.0221560564471443	0.399529853821383	0.699957149170463
PLA2G2D	0.449929061717223	1.45707068516165	0.183199545501207
PLA2G2F	0.0526455190725665	1.54394638672199	0.161179018406412
PLA2G2C	0.114256311725662	0.868286154504344	0.410527388673656
UBXN10-AS1	0.147786048612846	1.40499117775795	0.197643975584522
UBXN10	0.0292920467519641	0.639168071884956	0.540578696516336
CAMK2N1	-0.0100856584221266	-0.357150543635765	0.730217157964576
MUL1	0.130940938751505	1.59835397841879	0.148631482940111
PINK1	0.143974450022575	2.66198532132178	0.0287169219791187
PINK1-AS	0.00397844238570094	0.319622332506301	0.757441836355429
DDOST	0.146473588364874	0.90893846918583	0.389943622306803
HP1BP3	0.335765469606319	1.94577544123006	0.0875617843338251
EIF4G3	0.0910375942644568	0.79505201521844	0.449525514831503
ECE1	0.0306325749277087	0.368097796367271	0.722349525308079
NBPF3	-0.0405285306257998	-0.507090348905156	0.625770782802451
ALPL	0.0461684185174758	0.263702554759396	0.798674505729356
USP48	0.216415528342792	4.7479232388352	0.00144911258323718
LDLRAD2	0.0694729106143162	2.75461637331972	0.0248808265472776
HSPG2	0.14328324504756	1.59774225980558	0.148767479418202
CDC42	0.279951388511578	1.97213938915172	0.0840649851614078
ZBTB40	0.00257033844748641	0.0422673848521552	0.96732143344496
C1QA	-0.00826817092611756	-0.602263579389084	0.563675038810405
C1QC	-0.00339068910026212	-1.95147424395535	0.0867942502424249
C1QB	0.000201514503532578	0.0297596515074687	0.976987765073
EPHB2	0.148294576308333	1.50775818993393	0.170046286914649
KDM1A	0.110411775309254	1.12595535627601	0.292825374875058
LUZP1	0.167129351434124	1.79154991919833	0.11097653664955
HNRNPR	0.428626563589669	3.98753351686909	0.00401914248617082
ZNF436	0.00878321367983148	0.559273832525904	0.591283375253334
TCEA3	0.214773312706137	1.41029277927826	0.196129218084713
ASAP3	0.0221490912136303	2.42564482680772	0.0414831402624211
E2F2	-0.0133611931607138	-0.187371794391165	0.856034091302175
ID3	0.164850821258289	0.4844511788649	0.641050552603565
MDS2	-0.178328627704819	-0.783279199775572	0.456023435392817
RPL11	-0.445533948035944	-1.57843017111445	0.153119601349534
PITHD1	0.0936723391609991	0.894324191096819	0.397255719979066
LYPLA2	0.39424973852746	6.95441613016924	0.000117894919512912
GALE	0.27613497636486	3.58903541238209	0.00709442933974166
HMGCL	0.239230743602749	3.01459905908244	0.0166962001971095
FUCA1	0.226862695930695	4.51969572157571	0.00195068983870668
CNR2	0.0933776124621868	0.742071391559619	0.479261789140882
PNRC2	0.393321672030644	1.73566687308632	0.120837393498095
SRSF10	0.125821912284135	0.415236775689045	0.688881673771237
IL22RA1	0.03797242572839	0.788736116775528	0.453003695286986
IFNLR1	0.00624995261710741	0.0567038559653418	0.956171770127691
STPG1	0.104100392278596	2.52892459189173	0.0353145250552701
NIPAL3	-0.00135047009091487	-0.017900742223813	0.986156432757372
RCAN3	-0.0376279841459523	-0.329812237038108	0.750011964197175
SRRM1	0.278364365977561	1.48339851721919	0.176258729534953
CLIC4	-0.0966632778156822	-0.528120504001261	0.611747077542154
RUNX3	0.0227191951343903	0.20396191261235	0.843476198263195
SYF2	0.105104663215217	1.14262582181971	0.286235156938282
TMEM50A	0.284062416030244	2.83848090380401	0.0218630028171348
RHCE	-0.000391820960322323	-0.0290663611196199	0.977523693639614
LDLRAP1	-0.0346708204157721	-0.173437648512846	0.866615540196505
AL020996.1	0.0716961575713484	1.188532837446	0.268705833476925
MTFR1L	0.138886083441789	2.92567799850612	0.0191242661746937
AUNIP	0.0318284258541525	1.20677030422269	0.261990486432887
PAQR7	-0.0100878831071031	-0.284728718779538	0.783083588662773
STMN1	0.32470917418168	1.08002574022553	0.311612133405926
PAFAH2	-0.010519290417977	-0.361003542867699	0.727444125592696
PDIK1L	0.0345419016241794	1.01042883358486	0.341870879117615
ZNF593	0.267502631910382	3.8330192043556	0.00499644807961865
CNKSR1	-0.0932444331116824	-0.671648428870193	0.520726993292248
CEP85	-0.00862058884621627	-0.198594920309291	0.847533726191436
SH3BGRL3	0.464678131760748	1.27460096749359	0.238223699777042
UBXN11	0.0460820391719057	0.536664610593165	0.606097381921954
CD52	0.582437237280915	1.26277959260098	0.242230605985629
DHDDS	0.0744425185688822	1.90169770656362	0.0937224917932019
HMGN2	0.39957982522267	1.70719454253111	0.126170923280176
RPS6KA1	0.342823585804118	3.20048446869222	0.0126031704330308
ARID1A	0.051354582557984	0.505791919194362	0.626642044480084
PIGV	0.0519118965988345	0.935793890758	0.376763229795014
ZDHHC18	-0.171910380461037	-1.52623900271489	0.165464597105818
SFN	-0.0102079550690987	-0.343906920329735	0.739780705942523
GPN2	0.169040034831733	2.85771526273707	0.0212258097061086
GPATCH3	0.0588103376260142	0.902556550795436	0.393124644967926
NUDC	0.531086631312236	3.88668720933091	0.00463083580908918
SLC9A1	0.0219809401064607	0.254958176381729	0.805187342387965
WDTC1	0.0471063494381578	1.0034335772957	0.345033173329692
TMEM222	0.133564785929508	1.70453350146576	0.126680434107957
SYTL1	0.184540195059344	1.14207566032828	0.286450723705277
MAP3K6	0.0978156111287507	0.873358246547871	0.407917638406496
WASF2	0.239811724831558	0.864334743703246	0.41256872070697
AHDC1	0.0723391393884853	0.53964272063008	0.604134720677061
FGR	0.170952841075866	0.976222026294085	0.357546503731011
IFI6	-0.17570120333523	-0.962955260940507	0.363769970827588
FAM76A	0.010999044015201	0.179551066136243	0.861969409017931
STX12	-0.0260218666557669	-0.427629872682707	0.680198715797755
PPP1R8	0.183612452690488	3.45547049136252	0.00862507260733359
THEMIS2	-0.141853762961091	-0.847435743033781	0.42137994173827
RPA2	0.164134176672945	0.90728491151853	0.390766025756726
XKR8	0.0836399677245637	1.42648875681855	0.191564549229068
EYA3	0.0580880659522585	1.1222330806741	0.294313399626677
PTAFR	0.00553695190537154	0.142537005845698	0.89018034596862
DNAJC8	0.496796619781047	3.83797287297739	0.00496143983694338
SESN2	-0.127642590197595	-0.808493625660652	0.442183679430825
MED18	0.122449368565131	1.86954176736621	0.0984763274995653
PHACTR4	-0.00467305809305205	-0.038975354862709	0.96986511985431
RCC1	0.035303073546797	0.95326120097815	0.36836847519985
TRNAU1AP	0.0973084527925854	1.86614449804751	0.0989917886034294
SNHG12	0.017111328561933	0.212804542750293	0.836801928544909
TAF12	0.151231595093567	1.19973574941391	0.264564159693851
RAB42	0.0131110470928092	0.99037816965682	0.350994596660537
GMEB1	0.0390624830258735	0.777497806244715	0.459237479299802
YTHDF2	0.264267135128415	2.73614115223128	0.0256015153443103
EPB41	0.374638121612152	1.08124445417515	0.311101601793445
SRSF4	0.0861468186389367	0.807370838496484	0.442793793062008
MECR	0.0584900052083126	1.14120308664299	0.286792888256223
PTPRU	0.0251594074187769	1.07383623818998	0.314215175663398
MATN1	-0.00972087858474294	-0.628388220071806	0.547266343545996
MATN1-AS1	-0.0908696134828422	-2.17743557352014	0.0611062336680799
LAPTM5	-0.709748330923591	-2.3639483455753	0.04567584570179
SDC3	0.0116012694147585	0.379067230911965	0.714501052062278
PUM1	0.0376145053986168	0.31750343283693	0.7589902184084
SNRNP40	0.244539013543839	2.21380102180905	0.0577377010127892
ZCCHC17	0.217528566562071	2.39615848454648	0.0434363475288796
SERINC2	0.00504949376965631	0.168604303983053	0.870292749421793
PEF1	0.350623235236009	3.07131910925727	0.0153172292152823
PTP4A2	0.0253431106568943	0.191161867058366	0.853161201955107
KHDRBS1	0.409694522851444	2.79826004687829	0.0232601499795222
TMEM39B	0.208265732253987	2.22946490189091	0.0563439999673487
KPNA6	0.0352587206301338	0.6463223567522	0.536167396663453
TXLNA	0.0455209864976606	0.729416963350422	0.48655111320824
CCDC28B	0.460919258431456	3.43141132681119	0.00893622672143012
IQCC	0.0301261122791019	0.847710989501342	0.421235374943493
TMEM234	0.0240467425923254	0.536741121395271	0.606046916356752
EIF3I	0.518721189605693	4.61403683632573	0.00172355832237247
FAM167B	0.0508531238956211	0.527751188552617	0.61199191169094
LCK	0.376453406587226	1.07604965506988	0.313282347905912
HDAC1	0.380810812251307	2.53955170322892	0.0347350105467122
MARCKSL1	0.197458120192961	0.418363278685718	0.686686457743143
TSSK3	0.0178810913640675	0.708210087819031	0.498926602995407
FAM229A	0.073125507825576	0.986432734325843	0.352811468867892
BSDC1	-0.00657079402368352	-0.0755302506152026	0.941647462384261
ZBTB8B	-0.0121769018969849	-0.791089771301677	0.451705410862304
ZBTB8A	-0.0533435351468443	-0.811853261412559	0.440361519330764
ZBTB8OS	0.251566928988816	3.29393214701635	0.0109575642411468
RBBP4	0.162585957510421	0.854593896599653	0.417631611862798
SYNC	0.0594740476299297	0.693799538050246	0.507449328107956
KIAA1522	0.0484958191840509	2.48612417532736	0.0377495795501911
YARS	0.0419625147804151	0.294291470483615	0.776026666208685
S100PBP	0.0259233867714188	0.398126102686121	0.700950760714732
FNDC5	0.0598969712064964	1.228890764305	0.254032019394647
HPCA	0.0324720121957948	0.961865082534445	0.36428496051045
TMEM54	0.0103490862037865	0.0916337842775259	0.929241993856122
RNF19B	-0.0654717324796472	-1.04772611886564	0.325384278619882
AK2	0.224698990284271	1.33424182927763	0.218853712517635
TRIM62	0.0465998955276329	0.862311508874225	0.413616722677222
ZNF362	0.148325900579701	2.27430155576109	0.0525365285281384
PHC2	-0.0704653327150842	-0.764649439632936	0.466434454567973
ZSCAN20	-0.0281606677008868	-2.95458743483565	0.0182969303570639
SMIM12	0.285002474398437	2.53098189199851	0.0352015754814598
GJA4	-0.015564097744894	-1.6766906089849	0.132127212316088
DLGAP3	0.121225334878178	1.62758526653582	0.142263618403002
ZMYM6	0.0424351505538427	0.45672520071039	0.66001392220702
ZMYM1	0.10507925769296	2.37363962558239	0.0449901026505828
SFPQ	0.293174465067555	1.75760610126409	0.116872031401022
ZMYM4	0.275534476682036	2.09532093339057	0.069441073841846
ZMYM4-AS1	0.00471545479443764	0.261795897885289	0.800093180246892
KIAA0319L	-0.02039460368829	-0.251728500906859	0.807596942941349
NCDN	0.0965260056272539	1.86417898363993	0.0992911841575042
TFAP2E	0.00423489606418488	0.266985045678707	0.796233988947707
PSMB2	0.544158164462448	3.73641291653316	0.00573476890313879
C1orf216	0.12723806534406	1.86258451190233	0.0995346938025091
CLSPN	0.23721371991467	3.51395682076863	0.00791559747946395
AGO4	0.103238721248613	3.25097436358147	0.0116840256587888
AGO1	0.00999869592987124	0.179681831933629	0.861870090149749
AGO3	-0.0761703591249549	-0.988271775879454	0.351963706728565
ADPRHL2	0.284483078863377	3.20659131952558	0.0124880666961167
TRAPPC3	0.23223932303361	2.38552208525479	0.0441634022583766
MAP7D1	-0.0276931935777703	-0.276845083448488	0.78891753696022
THRAP3	0.626070918211743	5.46837324130335	0.000595594328732441
SH3D21	0.192682983931188	1.62980506899436	0.14179039808512
EVA1B	0.201457770353009	1.71338348041674	0.124993282308078
STK40	0.0554278554676808	1.00173676840484	0.34580359023831
LSM10	0.249101910602948	1.74303382334907	0.119492049113706
OSCP1	0.00663393475401489	0.126695300543898	0.902308036849834
MRPS15	0.313997804662123	2.48936800416071	0.0375592089874645
CSF3R	0.00242439776496692	0.0842724858297422	0.93491048593629
GRIK3	0.0862627043621558	0.64757838462812	0.535395177357737
LINC01137	0.0821838448354671	1.61867895218043	0.144176863701304
ZC3H12A	0.179146003017883	1.40195980171745	0.198514678656556
MEAF6	0.354419270035688	2.48918955038152	0.0375696565927035
SNIP1	-0.00439735458453836	-0.0235963871318734	0.981752505378333
GNL2	0.229210249447933	3.54981343325747	0.00751148417832971
C1orf109	0.0771511727003217	1.36266220448849	0.210108229020645
CDCA8	0.0921667695169263	1.22207295861744	0.25646324658467
EPHA10	0.0392872602586096	0.461712196926638	0.656583144416022
MANEAL	0.00142420443621096	0.0366207616969461	0.971684694386178
YRDC	0.179597776815513	5.42886396164171	0.000624181666438973
C1orf122	0.186111914616917	2.00129734960991	0.080354568905038
MTF1	0.0710566468043359	1.75112968922887	0.118029746571728
INPP5B	0.0872120049536391	1.17349735953403	0.274347851847079
SF3A3	0.418862713539379	5.9108325425901	0.000357358426232079
FHL3	0.0997778822785684	1.82919335257437	0.10476650406148
POU3F1	-0.046808777162079	-1.72118461615566	0.12352343894116
RRAGC	0.104945736516311	1.19273373917475	0.267146575166598
MYCBP	0.135438382185452	1.36134180781827	0.210507757574191
AKIRIN1	0.096038649566126	1.00114799610196	0.346071221795101
NDUFS5	0.498385031011229	2.21001752958567	0.0580794268646084
MACF1	0.151797925406216	1.25698385988114	0.244215708773099
BMP8A	-0.0522480897779666	-1.17002361773482	0.275665038054913
PABPC4	-0.277307263836882	-0.948723308564796	0.370535901247792
PPIE	0.277187772501485	3.3299756940054	0.0103847795975186
BMP8B	-0.0752930407321968	-0.424112716844125	0.682657855218949
OXCT2	-0.0344473893791585	-0.540216288610071	0.603757115182528
TRIT1	0.0930656539833346	0.709520115462081	0.498156354363962
MYCL	0.0145982324616548	1.8967443090169	0.0944402287162399
MFSD2A	0.0411637948397547	0.445478016516971	0.667782748635394
CAP1	0.463704277377042	2.23970045652077	0.05545135852758
PPT1	0.0930495442958658	0.876996900343612	0.406052734519679
RLF	-0.00292725594118902	-0.0224169406185349	0.982664415403941
ZMPSTE24	0.151433854015471	1.87919569937709	0.0970254750031714
COL9A2	0.171912433747395	0.962166123205119	0.364142697374803
SMAP2	-0.0102100226963168	-0.0293732750679285	0.977286440958551
ZFP69B	0.0160999324074205	0.315793090093576	0.760240892968364
ZFP69	0.0813979323617395	2.51783392907503	0.0359297915369288
EXO5	-0.0121513822766071	-0.33532488562131	0.746003952973692
ZNF684	0.00931218640565258	0.466973957157895	0.652972718501259
RIMS3	0.0115542469347467	0.33304798921161	0.747658398267858
NFYC-AS1	0.0582779400445875	0.699423767502021	0.504112177359428
NFYC	0.295353953639119	3.22284893263059	0.0121869920901694
KCNQ4	0.0463713642684485	2.0318521584778	0.0766367021541508
CITED4	0.0125743066894998	0.203970591171213	0.843469641130392
CTPS1	0.130636259705968	1.18026447171898	0.271796634284396
SCMH1	0.104355225455403	1.1105811307995	0.29901058996756
FOXO6	0.00332786534124908	0.174582213142525	0.865745257519395
HIVEP3	0.0829762947168744	0.459286734528453	0.658250652767805
FOXJ3	0.0627435104863832	0.801560388788757	0.445960339081803
RIMKLA	-0.0210450443207921	-0.30237961048282	0.77007514804676
ZMYND12	0.0116852902670091	0.665061780973038	0.524716145712702
PPCS	0.22339409288954	1.77821081087144	0.11325918479734
CCDC30	0.0206764705005667	0.511907853333218	0.622543650382885
PPIH	0.278350846939169	2.30321192140921	0.0502184122009116
YBX1	0.307687627954136	1.67011331518188	0.133445165415647
C1orf50	0.136887561838468	2.61377644540389	0.0309482016566311
ERMAP	0.0584479580732501	1.33480926885834	0.218676084577421
ZNF691	0.103324241394885	1.50793290641212	0.170002444922128
SLC2A1	0.00293349279645908	0.0219737248489822	0.983007102638203
SLC2A1-AS1	0.0322375537565806	0.913714097480436	0.387575515628341
EBNA1BP2	0.460158380845713	9.98073740656801	8.61123903930787e-06
TMEM125	0.0260678122207297	0.720539614768422	0.491707316081982
TIE1	0.0935985633063711	1.53912724476277	0.162335344193106
CDC20	0.0206925742294373	0.224378801548003	0.828087163739112
ELOVL1	0.383599384816892	3.01745157402557	0.0166238459045233
MED8	0.263316184750044	2.90716722022271	0.0196743348614001
SZT2	-0.00656272200059885	-0.0673354033964034	0.947967162066554
HYI	0.0962669623472837	0.660632457591697	0.527409236338265
PTPRF	0.19023463568143	1.4591738681311	0.182636308425688
KDM4A	0.0875740022033912	1.52704222014113	0.165268003123537
KDM4A-AS1	-4.52714032612211e-05	-0.00102079864676666	0.999210516479643
ST3GAL3	0.0807458246098421	2.19389641655475	0.0595580587428772
IPO13	0.128452099758751	3.0661763539388	0.0154372070865591
DPH2	0.242027999350201	6.87549481032139	0.00012764975398759
ATP6V0B	0.195024541006099	1.36031453071669	0.210819047396294
B4GALT2	-0.00378866474794679	-0.0735746954864852	0.943155165183696
CCDC24	0.00293246380681794	0.0252989890462671	0.98043615918421
SLC6A9	-0.0317616735459772	-0.750338977708953	0.47453811328555
DMAP1	0.204364574485464	3.64765853124843	0.0065163847431319
ERI3	0.260442381242093	3.88511203996468	0.00464114829101678
RNF220	0.181853623948826	2.97422274491961	0.0177562962281812
TMEM53	0.121025930503096	1.95764510952471	0.0859704411021909
KIF2C	0.0921223364942853	1.18736589622808	0.26914029325005
RPS8	-0.219451321411093	-0.652329081234611	0.532480473220303
BEST4	0.0726636946692228	1.31228510640569	0.225822495284763
PLK3	0.0579126113703492	0.391493963198944	0.705653419325503
BTBD19	-0.0105363957228052	-0.0632896986925547	0.951088602972975
PTCH2	0.0433655862209243	0.118488179297608	0.908602006466855
